# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/gsdeol/dev/mouse-analysis/data/reference/mm9/genes.gtf" "-o" "/home/gsdeol/dev/mouse-analysis/results/counts/featureCounts_raw.txt" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-s" "2" "-T" "8" "/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam
ENSMUSG00000088915	2	79188522	79188624	+	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081284	2	79200022	79200552	+	531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034701	2;2;2;2;2	79292678;79292798;79294769;79296708;79296708	79295205;79294410;79295205;79296733;79296908	-;-;-;-;-	2729	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000090313	2;2	79294142;79298762	79294295;79301264	+;+	2657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027007	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	79475509;79475582;79475583;79475612;79475618;79476190;79476190;79476190;79476190;79476190;79479339;79479414;79479414;79479414;79479414;79480303;79480303;79480303;79480303;79480303;79482119;79482119;79482119;79482119;79482119;79482248;79482248;79482248;79482248;79482248;79483561;79483561;79483561;79483561;79483561;79484562;79484562;79484562;79484562;79484562;79491545;79491545;79491545;79491545;79491545;79495244;79495244;79495244;79495244;79495244;79497304;79497304;79497304;79497304;79497304;79498827;79500390;79500390;79500390;79500390;79500390;79500550;79500550;79500550;79500550;79500550;79501011;79501011;79501011;79501011;79501011;79501796;79501796;79501796;79501796;79502466;79502466;79502466;79502466;79502466;79510887;79510887;79510887;79510887;79511916;79511916;79511916;79511916;79511916	79475901;79475901;79475901;79475901;79475901;79476591;79476235;79476235;79476235;79476235;79479463;79479463;79479463;79479463;79479463;79480359;79480359;79480359;79480359;79480359;79482158;79482158;79482158;79482158;79482158;79482346;79482346;79482346;79482346;79482346;79483769;79483769;79483769;79483769;79483769;79485265;79485265;79485265;79485265;79485265;79491617;79491617;79491617;79491617;79491617;79495332;79495332;79495332;79495332;79495332;79498506;79498506;79498506;79498506;79498506;79499003;79500467;79500467;79500467;79500467;79500467;79500677;79500677;79500677;79500677;79500677;79501161;79501161;79501161;79501161;79501161;79501861;79501861;79501861;79501861;79502921;79502921;79502921;79502921;79502921;79511004;79511004;79511004;79511004;79513123;79513123;79513123;79513119;79513123	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5776	1721	1570	1680	1619	1742	1472	1485	1459	1571	1402	1646	1884
ENSMUSG00000034683	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	79547937;79548079;79548080;79548219;79550056;79550056;79550056;79550061;79596611;79596611;79596611;79599768;79599768;79599768;79626748;79648459;79648459;79648459;79655532;79655532	79548411;79548411;79548411;79548411;79550116;79550116;79550116;79550116;79596645;79596645;79596645;79599828;79599828;79599828;79626807;79649449;79648693;79650470;79655750;79658653	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5826	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000059173	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	79674610;79674619;79676210;79676712;79679042;79679042;79679042;79679085;79679085;79699182;79699182;79699182;79699527;79705193;79705195;79705195;79705195;79705195;79705195;79705195;79705195;79705195;79705779;79705779;79705779;79705779;79705779;79705779;79705779;79705779;79705779;79708387;79708387;79708387;79708387;79708387;79708387;79708387;79708387;79708387;79715160;79715160;79715160;79715160;79715160;79715160;79715160;79715160;79715160;79715386;79715386;79715386;79715386;79715386;79715386;79715386;79715386;79715386;79718280;79718280;79718280;79718280;79718280;79718280;79718280;79718280;79718280;79727998;79727998;79727998;79727998;79727998;79727998;79727998;79727998;79727998;79737222;79737222;79737222;79737222;79737222;79737222;79737222;79737222;79737222;79738223;79738223;79738223;79738223;79738223;79738223;79738223;79738223;79738223;79741969;79741969;79741969;79741969;79741969;79741969;79741969;79741969;79741969;79746147;79746147;79746147;79746147;79746147;79746147;79746147;79746147;79746147;79746147;79747447;79748502;79748502;79748502;79753538;79753933;79767832;79767832;79767832;79767832;79767832;79767832;79767832;79767832;79767832;79878615;79968891;79968891;79968891;79968891;79968891;79968891;79969238;79969238;79969238;79969616	79677081;79676138;79677081;79677081;79679158;79679158;79679158;79679158;79679158;79699389;79699389;79699389;79699553;79705340;79705382;79705382;79705382;79705382;79705382;79705382;79705382;79705382;79705899;79705899;79705899;79705899;79705899;79705899;79705899;79705899;79705899;79708468;79708468;79708468;79708468;79708468;79708468;79708468;79708468;79708468;79715280;79715280;79715280;79715280;79715280;79715280;79715280;79715280;79715280;79715487;79715487;79715487;79715487;79715487;79715487;79715487;79715487;79715487;79718405;79718405;79718405;79718405;79718405;79718405;79718405;79718405;79718405;79728098;79728098;79728098;79728098;79728098;79728098;79728098;79728098;79728098;79737362;79737362;79737362;79737362;79737362;79737362;79737362;79737362;79737362;79738339;79738339;79738339;79738339;79738339;79738339;79738339;79738339;79738339;79742035;79742035;79742035;79742035;79742035;79742035;79742035;79742035;79742035;79746329;79746329;79746329;79746329;79746329;79746329;79746329;79746329;79746329;79746329;79747495;79748590;79748556;79748590;79753963;79753963;79767945;79767945;79767945;79767948;79767945;79767945;79767945;79767945;79767945;79879186;79969001;79968991;79969001;79969001;79969096;79969096;79969615;79969270;79969615;79969632	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6029	113	124	130	151	158	129	124	169	122	121	144	148
ENSMUSG00000083519	2	79972087	79972909	+	823	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050114	2	80132629	80135513	+	2885	0	0	0	1	0	0	1	0	1	0	0	1
ENSMUSG00000027006	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	80155623;80155623;80157406;80157406;80159317;80159317;80161401;80161401;80164817;80164817;80165152;80165775;80166815;80168229;80171426;80171450;80173086;80173086;80173710;80173883;80175610;80175610;80180630;80180630;80180969;80180969;80184074;80185081;80186669;80187501;80187805;80187811;80189426;80189426;80190786;80190786;80193016	80155962;80155962;80157756;80157756;80159479;80159479;80161451;80161451;80164899;80164945;80165283;80165868;80166892;80168272;80171563;80171563;80173810;80173175;80173996;80173996;80175724;80175724;80180757;80180757;80181000;80181085;80184175;80185236;80186802;80187554;80187952;80187952;80189545;80189545;80191099;80190890;80194200	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5004	3339	2974	3175	3376	3219	2850	2949	2987	3122	2823	3243	3000
ENSMUSG00000085921	2;2;2;2	80235054;80235319;80238331;80240617	80235223;80235447;80238456;80240682	+;+;+;+	491	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027004	2;2;2;2;2;2;2;2;2;2;2	80252127;80253271;80258050;80258050;80258469;80258469;80264756;80264756;80278652;80278652;80286520	80253629;80253629;80258113;80258113;80258673;80258673;80264821;80264821;80278787;80278699;80287782	-;-;-;-;-;-;-;-;-;-;-	3237	3	5	3	8	4	6	2	8	4	3	10	4
ENSMUSG00000082494	2	80339387	80339668	+	282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027002	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	80340669;80340675;80340679;80342382;80342382;80342382;80346330;80346330;80346330;80346978;80346978;80346978;80347048;80348869;80348869;80348869;80348869;80352834;80352834;80352834;80352834;80353271;80353271;80353271;80358052;80358052;80358052;80359716;80359716;80359716;80359996;80359996;80359996;80360529;80360529;80360529;80360677;80363533;80363533;80363533;80363533;80364695;80364695;80364695;80364695;80365716;80365716;80365716;80365716;80368692;80368692;80368692;80370315;80370315;80370315;80373802;80373802;80373802;80375631;80375631;80375631;80378261;80378261;80378261;80380276;80380276;80380276;80380667;80380667;80380667;80381620;80381620;80381620;80385147;80385147;80385147;80385270;80388058;80388058;80388058;80388987;80388987;80388987;80389004;80389090;80393294;80393294;80393294;80393294;80393294;80393464;80393464;80393464;80393464;80394359;80394359;80394359;80394359;80394359;80394855;80394855;80394855;80394855;80394855;80410276;80410276;80410276;80411370;80421015;80421015;80421015	80341568;80341568;80341568;80342471;80342471;80342471;80346439;80346439;80346439;80347094;80347094;80347094;80347094;80348962;80348962;80348962;80348962;80352914;80352914;80352914;80352914;80353353;80353353;80353353;80358145;80358145;80358145;80359813;80359813;80359813;80360126;80360126;80360126;80360747;80360747;80360747;80360747;80363664;80363664;80363664;80363664;80364834;80364834;80364834;80364834;80365837;80365835;80365835;80365835;80368824;80368824;80368824;80370460;80370460;80370460;80373860;80373860;80373860;80375712;80375712;80375712;80378393;80378393;80378393;80380382;80380382;80380382;80380763;80380763;80380763;80381676;80381676;80381676;80385303;80385303;80385303;80385303;80388106;80388106;80388106;80389124;80389124;80389124;80389124;80389124;80393606;80393384;80393384;80393384;80393384;80393606;80393606;80393606;80393606;80394415;80394415;80394415;80394415;80394415;80394947;80395227;80394947;80394947;80394947;80410386;80410386;80410386;80411387;80421318;80421537;80421421	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4964	5141	5057	5853	5857	5313	5114	4438	5043	5301	5049	5748	5269
ENSMUSG00000081487	2	80389869	80390553	-	685	1	4	1	3	3	3	0	3	0	1	2	2
ENSMUSG00000064669	2	80398842	80398944	+	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083284	2	80442890	80443497	+	608	3	2	3	6	3	3	3	3	1	4	3	4
ENSMUSG00000027001	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	80457202;80457257;80457383;80457388;80457423;80461351;80461351;80461351;80461351;80461351;80463500;80464365;80464365;80464365;80464365;80464483;80470949;80470949;80470949;80470949	80457763;80457441;80457441;80457441;80457763;80461397;80461957;80461397;80461517;80461397;80463599;80464429;80464517;80464517;80464517;80464517;80472518;80471887;80470981;80471818	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2992	115	136	126	116	138	135	106	112	94	136	150	146
ENSMUSG00000026999	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	80457393;80461351;80464483;80478973;80478989;80479421;80482782;80482782;80482782;80482782;80484309;80484309;80484309;80484309;80484361;80486566;80486566;80486566;80486566;80486566;80493011;80493011;80493011;80493011;80494950;80494950;80496106;80496106;80496106;80497346;80498478;80498478	80457441;80461397;80464517;80479089;80479089;80479561;80482952;80482952;80482952;80482952;80484436;80484436;80484436;80484436;80484436;80486621;80486620;80486620;80486620;80486620;80493571;80493152;80493152;80493152;80495019;80495019;80496161;80496234;80497510;80497510;80499059;80499063	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3366	115	102	129	111	119	103	122	107	100	115	133	112
ENSMUSG00000086436	2;2	80469438;80469441	80469725;80469725	-;-	288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077404	2	80547746	80547872	+	127	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064193	2;2;2	80677284;80677298;80677932	80677927;80678599;80678919	+;+;+	1636	2	7	4	1	3	0	4	2	0	5	2	2
ENSMUSG00000065141	2	80690445	80690575	+	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084107	2	80701312	80702439	-	1128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084297	2;2	80730263;80734534	80730502;80734598	+;+	305	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081566	2;2	80748898;80749449	80749055;80749512	-;-	222	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084005	2	80817995	80818295	-	301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065261	2	80824240	80824346	-	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088194	2	81383392	81383499	-	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070866	2;2;2;2;2;2;2	81893379;82075330;82075955;82093618;82093618;82096372;82096372	81894058;82076098;82076098;82093748;82093748;82097037;82100036	+;+;+;+;+;+;+	5245	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000082666	2	81962674	81963268	-	595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087061	2;2;2	82215529;82227867;82232280	82215956;82228012;82232359	-;-;-	654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080979	2;2	82347373;82347557	82347901;82347901	+;+	529	0	0	1	0	1	1	0	0	0	0	0	0
ENSMUSG00000083804	2	82384089	82384679	-	591	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081122	2	82463370	82463709	+	340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075249	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	82783791;82784227;82787013;82788356;82789546;82789657;82791038;82791038;82791801;82791801;82795092;82795092;82798788;82801881;82801881;82802855;82802855;82803437;82803455;82805571;82805571;82807929;82813193;82814996;82817105;82819123;82820953;82821680;82824526;82824526;82829820;82838121;82838121;82838121;82839919;82839919;82839919;82841733;82841733;82841733;82845360;82845360;82845360;82847631;82847631;82847631;82848898;82848898;82848898	82783957;82784352;82787174;82788445;82789685;82789685;82791179;82791179;82791911;82791911;82795215;82795215;82798874;82801996;82801996;82802891;82802915;82803540;82803540;82805647;82805634;82807986;82813226;82823939;82819085;82819133;82823939;82823939;82825244;82834184;82834184;82838615;82838615;82838615;82840010;82840010;82840010;82841779;82841779;82841779;82845403;82845403;82845403;82847700;82847700;82847700;82849034;82849094;82849094	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	21147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081400	2	83193314	83194106	-	793	2	3	3	1	0	2	2	1	1	1	3	1
ENSMUSG00000083291	2	83230286	83230769	+	484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080925	2	83234337	83235038	+	702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083389	2	83268859	83269068	+	210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080949	2;2	83292021;83298093	83292472;83298716	+;+	1076	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082460	2	83378692	83378832	-	141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027091	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	83484592;83484638;83484694;83484780;83493515;83493515;83493515;83493515;83496777;83497173;83497173;83497270;83498166;83498166;83498166;83498166;83498166;83498687;83498687;83498687;83500167;83500215;83500215;83500215;83501304;83501304;83501304;83501590;83501590;83501590;83502306;83502306;83503977;83503977	83484884;83484884;83484884;83484884;83493709;83493616;83493616;83493616;83497284;83497284;83497284;83497284;83498223;83498318;83498318;83498459;83498318;83498743;83498778;83498778;83500397;83500397;83500340;83500397;83501450;83501450;83501450;83501691;83501691;83501691;83502429;83502429;83504779;83504779	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2789	1116	1107	1138	1111	1247	972	1105	918	1101	1055	1134	1035
ENSMUSG00000085450	2;2	83540814;83541185	83541074;83541273	-;-	350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027087	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	83564554;83564554;83564609;83564614;83564623;83564684;83564712;83565748;83576667;83576667;83576667;83576667;83576670;83576670;83578710;83588010;83588010;83588010;83588010;83588010;83595963;83595963;83595963;83602025;83603809;83605925;83605925;83606784;83606784;83608452;83608452;83608849;83608849;83610210;83610210;83611292;83611292;83616525;83616525;83619171;83619171;83622096;83622096;83623962;83623962;83625490;83625490;83629074;83629074;83631352;83631352;83632050;83632050;83632708;83632708;83634391;83634391;83635076;83635076;83635596;83635596;83636243;83636243;83637508;83637508;83641927;83641927;83642006;83642135;83642135;83642135;83643037;83643037;83643037;83643078;83643397;83643397;83643397;83643397;83644062;83646790	83565076;83565076;83565076;83565076;83565076;83565076;83565076;83565946;83576797;83576797;83576797;83576797;83576797;83576797;83580895;83588101;83588529;83588101;83588101;83588101;83596077;83596077;83596954;83602086;83603854;83606050;83606050;83606828;83606828;83608495;83608495;83608905;83608905;83610262;83610262;83611494;83611494;83616716;83616716;83619216;83619216;83622203;83622203;83624020;83624020;83625644;83625644;83629211;83629211;83631419;83631419;83632197;83632197;83632800;83632800;83634470;83634470;83635156;83635156;83635701;83635701;83636401;83636401;83637609;83637609;83642040;83642040;83642040;83642242;83642242;83642242;83643159;83643159;83643159;83643159;83643493;83643493;83647073;83647073;83644142;83647073	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10744	2684	2480	2641	2620	2843	2045	2263	2306	2526	2161	2567	2174
ENSMUSG00000085335	2;2	83577939;83599164	83579343;83600022	-;-	2264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081801	2	83584641	83585893	-	1253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048388	2;2;2;2;2;2;2;2;2;2	83652793;83693527;83695594;83698245;83698375;83700564;83700564;83716828;83718313;83719267	83653134;83693760;83695686;83698530;83698530;83700630;83700734;83716944;83718436;83723643	+;+;+;+;+;+;+;+;+;+	5744	13	6	14	18	26	23	13	33	9	17	25	26
ENSMUSG00000034552	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	83755236;83756921;83757002;83758051;83758051;83760820;83760820;83763081;83763726;83763726;83763726;83765219;83765219;83778890;83778890;83779784;83779784;83781171;83781171	83756154;83757155;83757155;83758160;83758160;83760904;83760904;83763159;83763836;83763977;83763977;83765429;83765429;83778930;83778930;83779860;83779860;83781385;83781383	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2224	1	0	2	2	1	1	0	1	1	1	0	3
ENSMUSG00000091063	2;2	83795847;83798317	83798315;83798574	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075239	2	83795850	83798342	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090496	2;2	83801657;83804127	83804125;83804384	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075238	2	83801660	83804152	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089658	2;2	83807467;83809937	83809935;83810194	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075237	2	83807470	83809962	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091152	2;2	83813277;83815747	83815745;83816004	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079249	2	83813280	83815772	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092146	2;2	83819087;83821557	83821555;83821814	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079248	2	83819090	83821582	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091729	2;2	83824897;83827367	83827365;83827624	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079250	2	83824900	83827392	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090524	2;2	83830707;83833177	83833175;83833434	+;+	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079247	2	83830710	83833202	+	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084359	2	83874400	83874770	-	371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081980	2	83985047	83985871	+	825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093115	2	83990212	83990312	+	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084198	2;2	84157496;84158298	84157777;84158468	-;-	453	1	2	2	5	2	0	0	2	2	2	3	0
ENSMUSG00000059588	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	84170783;84170816;84172964;84178660;84178660;84179368;84179368;84185180;84185180;84185327;84185327;84188362;84188362;84191336;84191336;84208704;84208704;84210187;84210187;84210564;84210564;84213411;84213411;84215452;84215452;84215452;84216506;84216506;84217122;84217122;84247676;84265227;84265227	84173835;84172736;84173835;84178701;84178701;84179586;84179586;84185246;84185246;84185387;84185387;84188515;84188515;84191462;84191462;84208795;84208795;84210299;84210299;84210674;84210674;84213540;84213540;84215538;84215515;84215538;84216640;84216640;84217202;84217202;84247743;84265423;84265568	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4882	26417	24412	35419	35576	27184	33167	27265	28204	25685	29485	32779	36460
